text,label_str,label,text_length,word_count,text_original,changed,label_id
i actually was in a meeting last week where someone yelled at an older lady because her phone rang i felt terrible for her your boss treats you unfairly or in this case someone makes you feel you are not worth anything is only allowing those who offended to steal your joy,anger,0,272,52,i actually was in a meeting last week where someone yelled at an older lady because her phone rang i felt terrible for her your boss treats you unfairly or in this case someone makes you feel you are not worth anything is only allowing those who offended to steal your joy,False,0
i enjoyed it for the most part for an entertainment value due to it being a fast and mostly fun read i also had several qualms with it at the same time that left me feeling dissatisfied,anger,0,185,37,i enjoyed it for the most part for an entertainment value due to it being a fast and mostly fun read i also had several qualms with it at the same time that left me feeling dissatisfied,False,0
i feel despised and i dont deserve that,anger,0,39,8,i feel despised and i dont deserve that,False,0
i drive home i feel like a petty thief having just stolen the exposures crudely stuck in my camera from the ancients,anger,0,116,22,i drive home i feel like a petty thief having just stolen the exposures crudely stuck in my camera from the ancients,False,0
i am feeling naughty with my thebalm nude tude naughty palette a href http,love,3,74,14,i am feeling naughty with my thebalm nude tude naughty palette a href http,False,3
i am wearing heels i feel more self assured,joy,2,43,9,i am wearing heels i feel more self assured,False,2
i need to see in the wild before i feel completely satisfied but for now i can say that at least we fulfilled the whalentee,joy,2,123,25,i need to see in the wild before i feel completely satisfied but for now i can say that at least we fulfilled the whalentee,False,2
i cannot feel more sincere,joy,2,26,5,i cannot feel more sincere,False,2
i persevered and km later im feeling pretty smug,joy,2,48,9,i persevered and km later im feeling pretty smug,False,2
i think this will help somebody out there that feels hopeless and alone,sadness,4,71,13,i think this will help somebody out there that feels hopeless and alone,False,4
i feel that core of the song the melody should be respected as well as the lyrics but the rest can be should be changed,joy,2,119,25,i feel that core of the song the melody should be respected as well as the lyrics but the rest can be should be changed,False,2
i was feeling pretty strange like dinosaur soldier after i read them because in a weird sort of adult or perhaps college aged way my brain was analyzing the books,fear,1,162,30,i was feeling pretty strange like dinosaur soldier after i read them because in a weird sort of adult or perhaps college aged way my brain was analyzing the books,False,1
im pretty effin excited that i feel like im back where i was when i started oh so fab therapy,joy,2,93,20,im pretty effin excited that i feel like im back where i was when i started oh so fab therapy,False,2
i have survived the low part of the crash im starting to feel hopeful again,joy,2,75,15,i have survived the low part of the crash im starting to feel hopeful again,False,2
im sick of feeling crappy,sadness,4,25,5,im sick of feeling crappy,False,4
im feeling kind of irritated that the school year is over halfway over and all hes been getting is speech,anger,0,105,20,im feeling kind of irritated that the school year is over halfway over and all hes been getting is speech,False,0
i am feeling very anxious and frustrated right now,fear,1,50,9,i am feeling very anxious and frustrated right now,False,1
i feel that the most caring member will leave a gigantic hole which most likely fukumura mizuki will fill in eventually,love,3,119,21,i feel that the most caring member will leave a gigantic hole which most likely fukumura mizuki will fill in eventually,False,3
i did laps and now feel all virtuous,joy,2,36,8,i did laps and now feel all virtuous,False,2
im happy to report im still not feeling terribly stressed,sadness,4,57,10,im happy to report im still not feeling terribly stressed,False,4
im feeling unimportant or sorry for myself not at all,sadness,4,53,10,im feeling unimportant or sorry for myself not at all,False,4
